100,104.07,101.718,103.124,101.366,103.594,109.915,105.434,107.311,109.332,111.944,113.797,111.038,114.777,113.066,115.32,118.681,125.043,120.788,123.192,123.093,120.171,122.653,118.585,115.161,119.383,120.616,118.192,119.76,127.543,122.741,121.004,124.035,121.218,118.104,115.53,115.76,111.011,112.188,111.883,110.866,110.555,108.673,113.506,114.37,114.898,112.16,115.25,111.53,111.733,112.256,
100,101.414,100.203,99.8293,101.959,106.584,111.593,111.344,108.335,105.019,103.063,104.935,103.354,106.539,104.78,104.486,109.671,114.372,111.544,112.971,110.697,109.969,105.021,102.296,104.593,103.998,102.102,100.904,95.8661,92.9496,90.6223,90.4271,86.7804,84.1199,86.7542,87.9292,90.2688,91.6926,95.91,94.1014,94.8318,93.0552,93.6907,100.662,102.531,103.395,105.985,107.702,106.262,104.07,100.064,
100,97.0195,92.9936,94.5124,98.0946,103.294,105.705,105.983,111.042,113.227,113.793,118.106,118.078,121.99,119.767,117.47,125.07,120.641,117.639,117.795,121.806,123.654,122.096,118.613,119.548,118.636,115.441,111.364,115.124,110.086,108.844,105.21,109.345,106.754,106.239,100.337,104.023,102.187,101.561,100.366,100.169,98.6591,98.8464,95.9016,97.2,98.5624,99.4497,103.102,100.288,97.3315,97.6598,
100,99.7078,100.606,101.987,103.764,111.196,107.9,109.446,112.296,111.65,114.626,113.036,113.141,112.787,114.748,114.619,111.781,116.386,116.871,122.467,121.115,121.789,118.514,112.67,115.385,116.002,119.15,120.474,118.173,118.289,116.462,120.209,114.501,108.878,105.959,108.845,106.211,109.951,109.618,104.746,104.149,106.681,107.681,106.904,103.941,107.028,109.514,108.625,107.124,105.9,104.657,
100,101.004,97.8315,94.177,94.1281,94.9405,95.5756,93.2266,89.7225,90.9031,89.6862,88.215,85.5654,85.2581,84.5289,82.0934,84.3636,82.2133,83.4635,85.8568,85.8948,87.5404,85.6314,84.9603,86.6518,85.5575,84.7449,81.1906,77.5725,75.5615,73.659,72.0016,72.8819,71.8336,73.7405,68.5242,70.3974,73.2735,77.9193,76.3928,77.2617,75.355,74.7103,75.2839,73.3071,75.1877,70.8216,70.4395,70.7245,70.8916,73.0168,
100,100.898,104.624,106.789,112.727,118.435,114.989,112.361,117.951,122.14,123.175,126.877,129.473,128.16,127.799,131.204,128.653,129.334,132.228,133.469,134.196,136.267,136.014,134.557,141.446,143.488,141.785,144.673,147.509,145.687,145.286,148.296,144.942,135.685,128.978,127.726,126.876,126.022,120.282,126.825,132.552,127.316,123.99,122.104,121.803,126.546,134.83,140.621,148.105,146.459,142.242,
100,102.491,103.625,102.835,109.962,113.337,114.223,112.007,105.106,106.275,109.343,110.8,107.494,110.633,114.961,115.711,118.998,123.31,125.622,123.921,122.518,126.519,130.489,130.816,128.41,132.346,127.777,118.808,119.661,119.611,119.478,114.664,118.042,117.618,119.996,122.412,123.108,123.631,128.734,124.89,119.003,117.173,112.169,118.394,115.651,121.338,126.665,127.218,129.961,127.852,126.108,
100,100.474,101.716,100.355,95.6018,96.6101,95.7333,100.164,101.038,99.0688,101.425,99.9495,99.9937,98.5907,98.7592,98.9417,101.426,101.894,99.7267,99.7983,97.9894,99.9347,102.945,98.6167,97.621,96.8611,97.9295,98.4285,98.643,94.49,94.6174,95.1928,89.7098,91.2952,88.208,91.3822,91.9271,92.8013,95.2196,97.1431,97.3986,98.7188,95.7632,93.2355,93.8454,98.3884,98.277,98.6259,100.264,100.757,103.235,
100,100.103,100.639,102.587,105.377,110.201,113.974,112.757,108.688,106.734,100.586,97.8332,101.909,99.2357,99.4112,99.9981,100.938,106.613,108.67,109.112,106.548,106.469,107.683,106.447,107.68,105.839,103.572,102.704,102.423,103.724,100.953,99.5529,97.8186,97.365,91.5777,89.067,91.6405,89.8021,92.1623,89.3373,89.7557,87.3966,86.8103,85.6143,82.426,79.5306,83.0863,84.1037,85.7354,85.6504,86.308,
100,99.0745,103.468,101.023,100.177,103.727,102.159,104.912,104.648,105.365,106.747,110.415,113.072,110.607,106.667,109.063,103.76,110.607,109.165,110.355,117.56,118.744,118.841,115.321,113.862,110.477,108.529,110.971,114.293,114.209,114.2,114.5,114.307,116.58,121.779,114.623,113.998,111.694,110.561,114.109,117.446,110.512,107.375,104.23,106.205,104.38,101.346,101.186,105.198,109.632,106.03,
